movieId,tagId,relevance
1,1,0.0287499999999999
1,2,0.0237499999999999
1,3,0.0625
1,4,0.0757499999999999
1,5,0.14075
1,6,0.14675
1,7,0.0635
1,8,0.20375
1,9,0.202
1,10,0.03075
1,11,0.58025
1,12,0.1024999999999999
1,13,0.2017499999999999
1,14,0.007
1,15,0.0245
1,16,0.17275
1,17,0.0165
1,18,0.1039999999999999
1,19,0.6625
1,20,0.3007499999999999
1,21,0.31675
1,22,0.286
1,23,0.0627499999999999
1,24,0.0192499999999999
1,25,0.05875
1,26,0.0792499999999999
1,27,0.1965
1,28,0.09325
1,29,0.89375
1,30,0.67625
1,31,0.03575
1,32,0.23325
1,33,0.3075
1,34,0.0544999999999999
1,35,0.0379999999999999
1,36,0.212
1,37,0.08
1,38,0.0155
1,39,0.0195
1,40,0.0192499999999999
1,41,0.015
1,42,0.03
1,43,0.09075
1,44,0.0225
1,45,0.246
1,46,0.246
1,47,0.0105
1,48,0.16675
1,49,0.2935
1,50,0.15
1,51,0.26775
1,52,0.186
1,53,0.25725
1,54,0.15
1,55,0.2204999999999999
1,56,0.0142499999999999
1,57,0.0242499999999999
1,58,0.0292499999999999
1,59,0.0842499999999999
1,60,0.03375
1,61,0.6175
1,62,0.63
1,63,0.94725
1,64,0.98425
1,65,0.09975
1,66,0.0414999999999999
1,67,0.135
1,68,0.0339999999999999
1,69,0.0182499999999999
1,70,0.14525
1,71,0.0167499999999999
1,72,0.018
1,73,0.0595
1,74,0.0097499999999999
1,75,0.2012499999999999
1,76,0.0167499999999999
1,77,0.05925
1,78,0.0379999999999999
1,79,0.32925
1,80,0.0287499999999999
1,81,0.062
1,82,0.087
1,83,0.0359999999999999
1,84,0.3047499999999999
1,85,0.068
1,86,0.33625
1,87,0.0364999999999999
1,88,0.0057499999999999
1,89,0.0067499999999999
1,90,0.05275
1,91,0.03325
1,92,0.0207499999999999
1,93,0.3435
1,94,0.3622499999999999
1,95,0.074
1,96,0.0662499999999999
1,97,0.0817499999999999
1,98,0.064
1,99,0.1252499999999999
1,100,0.1054999999999999
1,101,0.0509999999999999
1,102,0.0122499999999999
1,103,0.0072499999999999
1,104,0.004
1,105,0.0235
1,106,0.0052499999999999
1,107,0.1634999999999999
1,108,0.03825
1,109,0.1952499999999999
1,110,0.0795
1,111,0.03625
1,112,0.019
1,113,0.501
1,114,0.0217499999999999
1,115,0.1745
1,116,0.0157499999999999
1,117,0.0055
1,118,0.027
1,119,0.0037499999999999
1,120,0.1235
1,121,0.31225
1,122,0.23125
1,123,0.01
1,124,0.0469999999999999
1,125,0.04275
1,126,0.0822499999999999
1,127,0.0469999999999999
1,128,0.368
1,129,0.2314999999999999
1,130,0.019
1,131,0.0167499999999999
1,132,0.29325
1,133,0.08975
1,134,0.04475
1,135,0.05425
1,136,0.09475
1,137,0.0657499999999999
1,138,0.3295
1,139,0.028
1,140,0.11525
1,141,0.11225
1,142,0.0122499999999999
1,143,0.16625
1,144,0.0857499999999999
1,145,0.079
1,146,0.0732499999999999
1,147,0.0202499999999999
1,148,0.03175
1,149,0.08
1,150,0.0255
1,151,0.0499999999999999
1,152,0.0807499999999999
1,153,0.04675
1,154,0.22925
1,155,0.05275
1,156,0.05375
1,157,0.0319999999999999
1,158,0.03625
1,159,0.021
1,160,0.18525
1,161,0.0185
1,162,0.1835
1,163,0.0827499999999999
1,164,0.2209999999999999
1,165,0.0579999999999999
1,166,0.0132499999999999
1,167,0.1405
1,168,0.0419999999999999
1,169,0.2269999999999999
1,170,0.55075
1,171,0.1134999999999999
1,172,0.533
1,173,0.063
1,174,0.0157499999999999
1,175,0.1935
1,176,0.1395
1,177,0.0414999999999999
1,178,0.0287499999999999
1,179,0.06075
1,180,0.0265
1,181,0.0494999999999999
1,182,0.03475
1,183,0.04875
1,184,0.03475
1,185,0.14575
1,186,0.95475
1,187,0.009
1,188,0.53625
1,189,0.0625
1,190,0.0247499999999999
1,191,0.1139999999999999
1,192,0.31225
1,193,0.8145
1,194,0.1325
1,195,0.5075
1,196,0.10875
1,197,0.026
1,198,0.074
1,199,0.1367499999999999
1,200,0.0157499999999999
1,201,0.0454999999999999
1,202,0.012
1,203,0.90375
1,204,0.95975
1,205,0.0215
1,206,0.09725
1,207,0.0172499999999999
1,208,0.017
1,209,0.0082499999999999
1,210,0.0125
1,211,0.0205
1,212,0.18625
1,213,0.05025
1,214,0.0232499999999999
1,215,0.815
1,216,0.254
1,217,0.0137499999999999
1,218,0.1985
1,219,0.0115
1,220,0.7445
1,221,0.05325
1,222,0.10125
1,223,0.0569999999999999
1,224,0.03275
1,225,0.0067499999999999
1,226,0.0837499999999999
1,227,0.066
1,228,0.0489999999999999
1,229,0.6525
1,230,0.61675
1,231,0.12175
1,232,0.0499999999999999
1,233,0.0837499999999999
1,234,0.0717499999999999
1,235,0.26925
1,236,0.17025
1,237,0.0195
1,238,0.26625
1,239,0.119
1,240,0.312
1,241,0.05775
1,242,0.1375
1,243,0.14225
1,244,0.99875
1,245,0.0539999999999999
1,246,0.34875
1,247,0.0257499999999999
1,248,0.04775
1,249,0.03175
1,250,0.0275
1,251,0.16225
1,252,0.0715
1,253,0.027
1,254,0.018
1,255,0.53475
1,256,0.0857499999999999
1,257,0.027
1,258,0.266
1,259,0.071
1,260,0.4509999999999999
1,261,0.018
1,262,0.0275
1,263,0.0182499999999999
1,264,0.0544999999999999
1,265,0.09075
1,266,0.68475
1,267,0.1114999999999999
1,268,0.0847499999999999
1,269,0.244
1,270,0.363
1,271,0.0349999999999999
1,272,0.3555
1,273,0.0389999999999999
1,274,0.2085
1,275,0.32775
1,276,0.2329999999999999
1,277,0.4429999999999999
1,278,0.8420000000000001
1,279,0.68625
1,280,0.0175
1,281,0.0177499999999999
1,282,0.21375
1,283,0.017
1,284,0.011
1,285,0.10675
1,286,0.083
1,287,0.0434999999999999
1,288,0.1367499999999999
1,289,0.0792499999999999
1,290,0.013
1,291,0.0187499999999999
1,292,0.1694999999999999
1,293,0.04625
1,294,0.04775
1,295,0.0075
1,296,0.0667499999999999
1,297,0.17775
1,298,0.0925
1,299,0.5515
1,300,0.03525
1,301,0.0112499999999999
1,302,0.63875
1,303,0.10325
1,304,0.5605
1,305,0.1629999999999999
1,306,0.0647499999999999
1,307,0.0122499999999999
1,308,0.0514999999999999
1,309,0.83925
1,310,0.893
1,311,0.204
1,312,0.1024999999999999
1,313,0.14825
1,314,0.1735
1,315,0.03925
1,316,0.186
1,317,0.09125
1,318,0.0389999999999999
1,319,0.20375
1,320,0.04525
1,321,0.0285
1,322,0.1164999999999999
1,323,0.34075
1,324,0.2105
1,325,0.11175
1,326,0.24075
1,327,0.1955
1,328,0.2415
1,329,0.05925
1,330,0.0324999999999999
1,331,0.0319999999999999
1,332,0.04125
1,333,0.063
1,334,0.46575
1,335,0.1345
1,336,0.06025
1,337,0.075
1,338,0.4822499999999999
1,339,0.0647499999999999
1,340,0.0102499999999999
1,341,0.132
1,342,0.0459999999999999
1,343,0.14175
1,344,0.1054999999999999
1,345,0.30825
1,346,0.0344999999999999
1,347,0.008
1,348,0.3345
1,349,0.1144999999999999
1,350,0.119
1,351,0.2405
1,352,0.024
1,353,0.3445
1,354,0.1195
1,355,0.66625
1,356,0.3532499999999999
1,357,0.0797499999999999
1,358,0.1134999999999999
1,359,0.11625
1,360,0.0559999999999999
1,361,0.09275
1,362,0.18125
1,363,0.03625
1,364,0.5465
1,365,0.52825
1,366,0.2095
1,367,0.52825
1,368,0.34275
1,369,0.0514999999999999
1,370,0.0579999999999999
1,371,0.4357499999999999
1,372,0.23775
1,373,0.0185
1,374,0.8314999999999999
1,375,0.27775
1,376,0.211
1,377,0.59525
1,378,0.42625
1,379,0.09125
1,380,0.0722499999999999
1,381,0.09275
1,382,0.50075
1,383,0.0469999999999999
